STATION_NAME,ELEVATION_(M),DATUM,REFERENCE_TIDE_STATION,TIDAL_SERIES,Std_Dev_(+/-),ACCURACY_CLASS,ORDER_OF_ACCURACY,YEAR_SURVEYED,FIXING_METHOD,YEAR_COMPUTED_x,ENCODER,DATE_UPDATED,REFERENCE_FILE,ISLAND_GROUP,REGION,PROVINCE,CITY_or_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_COMPUTED_y
GS-3,32.3023,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.025832,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 7:52:37 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,JORDAN,POBLACION,2008.0,10.6563888888889,122.600277777778,"GS-03 is in the Island of Guimaras, Province of Guimaras, Municipality of Jordan, Brgy. Poblacion. Station is at the top of the headwall of a box culvert along the Jordan-Buenavista National Highway located in Sitio Balabag. It is 50 meters from the welding shop and 50 meters from a waiting shed. Mark is the head of a 4 inch copper nail set flush on a 15 cm x 15 cm. cement putty with inscriptions''BM-GS-03, 2008, NAMRIA.''",2023.0
GS-4,59.5333,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.025167,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:07:18 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,JORDAN,POBLACION,2008.0,10.6538888888889,122.605833333333,"GS-04 is in the Island of Guimaras, Province of Guimaras, Municipality of Jordan, Brgy. Balabag. Station is at the South headwall of a box culvert along the national highway road leading to Buenavista located at Km. Post 9+159 meters. It is 7.0 meters from a curve signboard and 50 meters from a dirt road leading to Brgy. Daragan. A grotto of Jesus Christ is prominent in the area. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-04, 2008, NAMRIA.''",2023.0
GS-5,51.0875,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.024319,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:06:57 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,JORDAN,POBLACION,2008.0,10.6525,122.605833333333,"GS-05 Is in the Island of Guimaras, Province of Guimaras, Municipality of Jordan, Brgy. Balabag. Station is atop the south headwall of a box culvert along the Jordan-Buenavista National Road located at Km. post 10+20 meters apart. Mark is in the head of a 4 inch diameter copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-05, 2008, NAMRIA.''",2023.0
GS-6,69.4494,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.023529,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:06:27 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,DARAGAN,2008.0,10.6538888888889,122.605833333333,"GS-06 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Daragan. Station is atop the north headwall of the box culvert along the Jordan-Buenavista national Road located at this barangay at Km. Post 10+523 km. Mark is the head of 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-06, 2008, NAMRIA.''",2023.0
GS-7,87.2335,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.022611,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:09:05 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,PIÑA,2008.0,10.6536111111111,122.624722222222,"GS-07 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Pina. Station is along Buenavista National Road located at the top of the riprap prominent along this barangay. Winding road is seen from Jordan and going to Buenavista. Mark is the head of 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-07, 2008, NAMRIA.''",2023.0
GS-8,113.3088,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.02054,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:13:36 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,PIÑA,2008.0,10.6533333333333,122.634166666667,"GS-08 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Pina. The staion is atop the north headwall of a box culvert along the Jordan-Buenavista highway at Km. Post 13+313 meters. The culvert is near the RV Store adjacent to the basketball court. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions""BM-GS-08, 2008, NAMRIA.''",2023.0
GS-9,108.0322,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.019282,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:25:03 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AGSANAYAN,2008.0,10.66,122.639166666667,"GS-09 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Agsanayan, Sitio Kakig-an. Station is atop the north headwall of a box culvert at Km. Post 14+235. The culvert is near the house of Francisco Timblor and Peter store. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-09, 2008, NAMRIA.''",2023.0
GS-10,104.5902,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.017828,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:27:37 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AGSANAYAN,2008.0,10.6647416666946,122.645847221772,"GS-10 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Agsanayan, Sitio Kakig-an. Station is located near the waiting shed at the corner of a dirt road leading to Brgy. Agsanayan. Several houses are prominent in this areas. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions''BM-GS-10, 2008, NAMRIA.''",2023.0
GS-11,70.5454,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.01633,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:29:23 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AGSANAYAN,2008.0,10.6733333333333,122.641388888889,"GS-11 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Agsanayan. Station is atop the headwall of a box culvert at Km. Post 16+94 along Jordan-Buenavista National Road. The box culvert is 80 meters from the dirt road going to Brgy. Calingao. Mark is the head of 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-11, 2008, NAMRIA.''",2023.0
GS-12,80.0575,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.014697,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 8:32:29 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SAN ISIDRO,2008.0,10.6780555555556,122.637213888889,"GS-12 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. San Isidro. Station is atop the east of headwall of a box culvert at Km. Post 16+94 along the National Highway near the Km. Post 17.0 at Brgy. San Isidro. The culvert is 2.0 meter from the waiting shed at the corner of the dirt road going to Brgy. San Isidro. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-12, 2008, NAMRIA.''",2023.0
GS-13,75.4614,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.012817,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 9:23:48 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SAN ISIDRO,2008.0,10.68245,122.632222222222,"GS-13 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. San Isidro. Station is at the top of riprap along the open canal fronting the DB Store at Brgy. San Isidro. It is 2.0 meter from the carwash concrete ramp. Mark is the head of 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions '' BM-GS-13, 2008, NAMRIA.''",2023.0
GS-14,40.7151,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.010365,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 9:26:46 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,OLD POBLACION,2008.0,10.6852777777778,122.624444444444,"GS-14 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Old Poblacion. Station is on located on a riprap fronting the Barangay Hall of Old Poblacion. It is 1.0 meter from the Welcome Signboard, 3.0 meters from the edge of the Basketball Court Mark is the head of 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-14, 2008, NAMRIA.''",2023.0
GS-15,1.0623,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.008084,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 9:30:16 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,OLD POBLACION,2008.0,10.6858611111111,122.6202,"GS-15 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Sto Rosario. Station is atop of the north headwall of a box culvert along the Jordan-Buenavista National Highway. The box culvert is 18 meters east from the Barngay Hall of Sto. Rosario. Mark is the head of 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-15, 2008, NAMRIA.''",2023.0
GS-16,2.2894,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.0,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 9:54:10 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SANTO ROSARIO,2008.0,10.6883694444444,122.613355555556,"GS-16 is in the Island of Guimaras, Province of Guimaras, Municipality of Sto. Rosario, Brgy. Santo Rosario. Station is located at Buenavista Pier beside the base of a lamp post near a concrete borland at the south end of the pier. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-16, 2008, NAMRIA.''",2023.0
GS-17,19.9789,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.00839,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 9:59:18 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SANTO ROSARIO,2008.0,10.6895055555556,122.62535,"GS-17 is in the Island of Guimaras, Province of Guimaras, Municipality of Sto. Rosario, Brgy. Santo Rosario Sitio tarug. Station is a top the headwall of a box culvert near the concrete pathway of a house uphil. The road is curving towards Jordan and also towards Buenavista. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-17, 2008, NAMRIA.''",2023.0
GS-18,52.1497,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.01145,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:05:06 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SALVACION,2008.0,10.6919722222222,122.630930555556,"GS-18 is in the Island of Guimaras, Province of Guimaras, Municipality of Sto. Rosario, Brgy. Salvacion. Station is a top the riprap near lamp post Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-18, 2008, NAMRIA.''",2023.0
GS-19,64.1514,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.013572,1-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:08:19 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SALVACION,2008.0,10.6953361111111,122.639016666667,"GS-19 is in the Island of Guimaras, Province of Guimaras, Municipality of Sto. Rosario, Brgy. Salvacion. Station is inside the compound, 60 meters from the left side of the gate, first step of the stair leading to Salvacion Elementary School. Mark is the head of a 4 inch copper nail set flush on a 15 cm. x 15 cm. cement putty with inscriptions ''BM-GS-19, 2008, NAMRIA.''",2023.0
GS-20 (BTA-1),66.3611,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.015836,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:20:05 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,NEW POBLACION,2008.0,10.6973222222222,122.647841666667,"Mark is the head of a 4in. Copper nail set flush on a 20cm. x 20cm. cement putty with inscriptions ”A-1 GMRS GS-20 (BTA-1 GMRS) is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Brgy. Poblacion Proper. Station is at the town plaza, fronting the Buenavista Town Hall between the base of the Rizal Monument and the flagpole.",2023.0
GS-21,71.727,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.017987,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:23:55 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,MCLAIN,2008.0,10.7002694443794,122.656091667197,"GS-21 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Mclain. Station is located inside the waiting shed near KM Post 25. It is at the base of the Entrance bench of the waiting shed. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-21 , 2008, NAMRIA"".",2023.0
GS-22,85.407,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.020314,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:25:53 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SUPANG,2008.0,10.7024611111111,122.670972222222,"GS-22 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay MC Supang. Station is located inside Supang Elementary School at the first step of the concrete base of the flagpole fronting the school. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-22 , 2008, NAMRIA"".",2023.0
GS-23,87.0279,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.021681,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:27:40 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,SUPANG,2008.0,10.7075583333333,122.678561111111,"GS-23 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Banban. Station is at the base of the post of Welcome to Barangay Banban marker located along the Buenavista-San Lorenzo National Highway at the corner of a dirt road heading to Barangay Banban. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-23, 2008, NAMRIA""",2023.0
GS-24,94.5096,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.023173,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:42:58 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,CANSILAYAN,2008.0,10.7082444444444,122.689841666667,"GS-24 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Cansilayan. Station is inside the Cansilayan Elementary School on the base of the flagpole. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-24, 2008, NAMRIA"".",2023.0
GS-25,91.5155,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.023924,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:45:38 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,CANSILAYAN,2008.0,10.7042527777778,122.693658333333,"GS-25 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Cansilayan. Station is atop of the north headwall of a box culvert along Buenavista-San Lorenzo national highway at this barangay at KM Post 29+614. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-25, 2008, NAMRIA"".",2023.0
GS-26,85.1006,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.024718,2-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:47:17 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AVILA,2008.0,10.6997222222222,122.696111111111,"GS-26 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Avila. Station is atop the end of the concrete masonry riprap in this barangay along Buenavista-San Lorenzo national road. Prominent in the area is Electric Post No. 471 and trees along the sidewalk. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-26, 2008, NAMRIA"".",2023.0
GS-27,43.3485,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.025335,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:51:42 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AVILA,2008.0,10.6961111111111,122.700555555556,"GS-27 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Avila. Station is a top headwall of box culvert at KM Post 31+34 m along Buenavista-San Lorenzo national highway. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-27, 2008, NAMRIA"".",2023.0
GS-28,45.2013,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.026281,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 11:07:44 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AVILA,2008.0,10.6916666666667,122.706830555556,"GS-28 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Avila. Station is at left side of the stair leading to the Barangay Health Center few meters from KM post 32. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-28, 2008, NAMRIA"".",2023.0
GS-29,16.6255,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.027114,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 11:11:37 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AVILA,2008.0,10.6863611111111,122.713352777778,"GS-29 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Avila. Station is at the right corner of a waiting shed, road going to sitio canatbo and Jordan-Buenavista national highway. Coconut tree plantation is see in the area. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-29, 2008, NAMRIA"".",2023.0
GS-30,5.1531,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.028248,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 11:15:01 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,AVILA,2008.0,10.6761333333333,122.716330555556,"GS-30 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay Avila. Station is located at the sidewalk of Mantanging Brdige at KM Post 34+227. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-30, 2008, NAMRIA"".",2023.0
GS-31,3.6074,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.028996,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 11:19:32 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,EAST VALENCIA,2008.0,10.6682222222222,122.716241666667,"GS-31 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay East Valencia. Station is at the north headwall of a box culvert at KM POst 35+163 m along the Buenavista-San Lorenzo national highway. It is a bout 10 m from a dirt road leading to Elapa Gading Beach Resort. a 20 kph road sign is seen between the dirt road. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-31, 2008, NAMRIA"".",2023.0
GS-32,2.8634,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.02999,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 11:28:02 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,EAST VALENCIA,2008.0,10.6589,122.715027777778,"GS-32 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay East Valencia. Station is at the north headwall of a box culvert at KM POst 36+683 m along the Buenavista-San Lorenzo national highway. It is a bout 8 m from Electric Post 537. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-32, 2008, NAMRIA"".",2023.0
GS-33,3.715,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.030723,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 12:24:54 PM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,BUENAVISTA,EAST VALENCIA,2008.0,10.6483777777778,122.715963888889,"GS-33 is in the Island of Guimaras, Province of Guimaras, Municipality of Buenavista, Barangay East Valencia. Station is at the base of a concrete welcome marker west of mantasik bailey Bridge. A markeris 3 meters from the Electrict Post 548. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-33, 2008, NAMRIA"".",2023.0
GS-34,6.4898,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.031298,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 12:36:10 PM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,SAN LORENZO,SAN ENRIQUE,2008.0,10.6442555555556,122.719388888889,"GS-34 is in the Island of Guimaras, Province of Guimaras, Municipality of San Lorenzo, Barangay San Enrique(Lebas). Station is at the south headwall of a box concrete at KM Post 39+543 km along the Buenavista-San Lorenzo national highway. Three house on the north side of the highway and one on the south side is prominent in the area. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-34, 2008, NAMRIA"".",2023.0
GS-35,4.2821,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.031991,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 12:42:23 PM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,SAN LORENZO,SAN ENRIQUE,2008.0,10.6338555555556,122.719113888889,"GS-35 is in the Island of Guimaras, Province of Guimaras, Municipality of San Lorenzo, Barangay San Enrique(Lebas). Station is a top the north headwall of a box concrete at KM Post 39+543 km along the Buenavista-San Lorenzo national highway. It is 24.0 meters away from Electric Post 572. Mark is the head of a 4"" copper nail set flush on a 15cm x 15cm cement putty with inscriptions ""BM GS-35, 2008, NAMRIA"".",2023.0
GS-36,9.1514,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.032514,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 10:56:14 AM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,SAN LORENZO,SUCLARAN,2008.0,10.6251388888889,122.717122222222,"GS-36 is in the Province of Guimaras, Municipality of San Lorenzo, Brgy. Suclaran. Station is at the SW end of the sidewalk of Langab Bridge at KM Post 40+446 m along the buenavista-San Lorenzon national highway. it is 0.40 m from the edge of the sidewalk. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscription ""BM GS-36; 2008; NAMRIA"".",2023.0
GS-37,8.1853,Mean Sea Level (MSL),Buenavista Guimaras Tide Station,2021-2023,0.033062,5-Centimeter,1st Order,2008,Differential Leveling,2023,Dexter Alamar,05/30/2024 12:47:34 PM,GUIMARAS LEVEL LINES > D:\DESKTOP\...\STARNET\2017\GUIMARAS-FERDIE\STARNET,VISAYAS,REGION VI,GUIMARAS,SAN LORENZO,SUCLARAN,2008.0,10.6177333333333,122.715497222222,"GS-37 is in the Province of Guimaras, Municipality of San Lorenzo, Brgy. Suclaran. Station is a top the headwall of a box culvert on this barangay at KM Post 41+393 meters. the box culvert is 20 meters frommthe Electric Post 598. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscription ""BM GS-37; 2008; NAMRIA"".",2023.0
